가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
동해호추어탕전문,제주 제주시 한림읍 한림리 226번지 ,기타,Y,N,N
진주청과,제주 제주시 한림읍 한림리 1303-8 ,식자재/유통,Y,N,N
드림종합가스,제주 제주시 한림읍 귀덕리 415-1번지 ,기타,Y,N,N
까사린다 2 민박,"제주 제주시 한림읍 명월로6길 28, . ",여행/숙박,Y,N,N
조이뜰,"제주 제주시 한림읍 명상로 24-8, ",기타,Y,N,N
한림옹포왕코다리전문점,제주 제주시 한림읍 한림해안로 8 103호 (씨비양빌리지) ,기타,Y,N,N
지니하우스,제주특별자치도 제주시 한경면 성굴로 36 지니하우스,여행/숙박,Y,Y,N
추자도에코하우스,제주특별자치도 제주시 추자면 추자로 657 추자도에코하우스 수산 추자도에코하우스,식자재/유통,Y,Y,N
잠자는 바이크,제주특별자치도 제주시 한경면 용금로 206 잠자는 바이크,여행/숙박,Y,Y,N
제주가치,"제주 제주시 한림읍 월령1길 11, ",기타,Y,N,N
귤꽃스테이,제주 제주시 한경면 불그못로 76 ,기타,Y,N,N
예스민박,"제주 제주시 한경면 저지12길  60-2, ",여행/숙박,Y,N,N
고흐아트,"제주 제주시 한경면 녹차분재로 462, 1층(유리의성내) ",기타,Y,N,N
꼬닥꼬닥,제주 제주시 한경면 판포중2길 5-2 ,기타,Y,N,N
추자도 에코하우스민박,"제주 제주시 추자면 추자로 657, ",여행/숙박,Y,N,N
광진지업사,제주특별자치도 제주시 추자면 대서2길 14 광진지업사,가구/인테리어,Y,Y,N
추자민희네,"제주 제주시 추자면 신양2길 84, ",기타,Y,N,N
이레민박,"제주 제주시 추자면 신양1길 22-9, ",여행/숙박,Y,N,N
경찬금속,"제주 제주시 추자면 묵리2길 67-1, ",기타,Y,N,N
추자도태청수산유통,"제주 제주시 추자면 추자로  16, ",식자재/유통,Y,N,N
후포고여사민박,제주특별자치도 제주시 추자면 대서5길 86 후포고여사 민박,여행/숙박,Y,Y,N
신등대낚시,"제주 제주시 추자면 추자로 12, ",생활/리빙,Y,N,N
중앙식당,"제주 제주시 추자면 추자로  8-1, ",음식점/식음료업,Y,N,N
태성민박,제주 제주시 추자면 대서리 157-1 ,여행/숙박,Y,N,N
(주)신화자동차공업사,"제주 서귀포시 안덕면 평화로319번길 31-43 ,404호 ",자동차/주유,Y,N,N
제이디샵 성읍,제주특별자치도 서귀포시 표선면 번영로 2644 제이디샵성읍,의류/잡화,Y,Y,N
피자굽는돌하르방,"제주 제주시 한경면 청수로  218, ",음식점/식음료업,Y,N,N
행복,제주특별자치도 서귀포시 남원읍 하례로 339 제2동 행복,여행/숙박,Y,Y,N
신명성상회,"제주 제주시  동문로  8,(일도일동) ",기타,Y,N,N
노다지해장국,"제주 제주시  중앙로  611,(아라일동) ",음식점/식음료업,Y,N,N
남해수산,제주 제주시 건입동 1448번지 수협종합판매장 19호 ,식자재/유통,Y,N,N
정미네식당,"제주 서귀포시 성산읍 삼달하동로31번길 3, 1층 ",음식점/식음료업,Y,N,N
세븐일레븐 서귀포의귀점,제주 서귀포시 남원읍 의귀로 103 ,식자재/유통,Y,N,N
원차우,제주특별자치도 서귀포시 강정동 169-6 1층 원차우 ,음식점/식음료업,Y,Y,N
보목어촌계식당,제주 서귀포시 보목포로 48 (보목동) 1층,음식점/식음료업,Y,Y,N
막창먹는놈 중문점,"제주특별자치도 서귀포시  천제연로188번길 4 막창먹는놈 중문점(중문동,탐라식품)",음식점/식음료업,Y,Y,N
오라 (OHRA),"제주 서귀포시  일주동로 8715, (서귀동) 1층 (서귀동) ",기타,Y,N,N
카페린다,"제주 서귀포시  중산간동로 8434, (서호동) 1층",음식점/식음료업,Y,Y,N
하준,"제주 서귀포시  동홍중앙로 87, B동 301호 (동홍동) 태성빌라 ",기타,Y,N,N
경희한의원,제주특별자치도 서귀포시 안덕면 화순중앙로 47 경희한의원,보건/복지,Y,Y,N
숲커피플라워,"제주 서귀포시  신서로32번길 18, (강정동) ",음식점/식음료업,Y,N,N
행운이벤트 & 엔터테인먼트,"제주 서귀포시  월평하원로 18, (월평동) ",기타,Y,N,N
서광씽크,제주특별자치도 서귀포시 안덕면 서광남로 120 서광씽크,가구/인테리어,Y,Y,N
지에스25 퍼시픽랜드점,"제주 서귀포시 중문관광로 154-17 (색달동,퍼시픽랜드) ",식자재/유통,Y,N,N
서림농원,제주 서귀포시 상예동 2804 ,기타,Y,N,N
제주대명농수산,제주 서귀포시 색달로 12 (색달동) ,식자재/유통,Y,N,N
돌이농장,제주 서귀포시 안덕면 일주서로 1707 1층 ,기타,Y,N,N
아산본정형외과의원,제주 서귀포시 대정읍 중산간서로 2274 C동 2층 ,보건/복지,N,N,N
농업회사법인 주식회사 제주우연,"제주 서귀포시 대정읍 중산간서로 2195-12, ",식자재/유통,Y,N,N
한라산,제주특별자치도 제주시 구좌읍 면수1길 48 한라산,음식점/식음료업,Y,Y,N
앵그리버디,제주특별자치도 서귀포시 대정읍 일주서로 2535 1층,문화/체육,Y,Y,N
예원,제주특별자치도 제주시 구좌읍 비자림로 2542 1층,음식점/식음료업,Y,Y,N
세븐일레븐 제주우도해안길점,제주 제주시 우도면 우도해안길 810 ,식자재/유통,Y,N,N
올레농산,제주특별자치도 제주시 거로남6길 26-2 (화북이동) .,기타,N,Y,N
송당미용실,"제주 제주시 구좌읍 송당5길 68-124 ,1동 1층 ",생활/리빙,Y,N,N
동백,"제주 제주시 조천읍 동백로 68, ",기타,Y,N,N
농업회사법인(주)베타글루칸,"제주특별자치도 제주시 고마로 56 (일도이동, 삼부장미주상복합아파트) 305호",식자재/유통,Y,Y,N
푸라닭 제주함덕점,"제주 제주시 조천읍 함덕18길 19, 104호 104호 ",음식점/식음료업,Y,N,N
동막골삼화점,제주 제주시 일주동로 341 1층 (삼양이동) ,기타,Y,N,N
모든타이어,"제주 제주시  일주동로 18, A동 (화북이동) ",자동차/주유,Y,N,N
사라봉한의원,"제주 제주시  동문로 96, (일도이동) 2층",보건/복지,Y,Y,N
새올사무기기,"제주 제주시  남광로 133-1,  (일도이동) ",기타,Y,N,N
미우,제주특별자치도 제주시 신설로7길 27 (이도이동) 1층,음식점/식음료업,Y,Y,N
컴퓨터수리전문점,"제주 제주시  고마로11길  31,(일도이동) ",가전/통신,Y,N,N
똥쌔기,제주 제주시 동광로23길 1 (일도이동) ,기타,Y,N,N
프로파간다,제주 제주시 아란11길 9-13 (아라일동) 1픙,음식점/식음료업,Y,Y,N
돈짬제주시청점,제주특별자치도 제주시 중앙로 226 (이도이동) 2층,음식점/식음료업,N,Y,N
에듀홀릭,제주특별자치도 제주시 신설로5길 21 302호,문화/체육,Y,Y,N
탑클레스아카데미 (TopclassAcademy) 학원,"제주 제주시 중앙로 325 ,3,4층 (이도이동) ",입시/교습학원,Y,N,N
서사로21길,제주특별자치도 제주시 서사로21길 16 (삼도일동)1층,음식점/식음료업,Y,Y,N
준자동차용품,제주특별자치도 제주시 서사로 149 1층 준자동차용품 준자동차용품,자동차/주유,Y,Y,N
한울종합상사,제주특별자치도 제주시 오라로 9 (오라삼동) 1층,건축/철물,Y,Y,N
또와,제주특별자치도 제주시 동문로4길 9 또와,음식점/식음료업,Y,Y,N
미우본가,제주특별자치도 제주시 신광로4길 6 (연동) 미우본가,음식점/식음료업,Y,Y,N
낭만와인샵,제주 제주시 남성로 158-11 1층 101호 (삼도이동) ,기타,Y,N,N
제주라이팅,"제주 제주시  연사2길  8,201호  (오라이동,  빌라) ",기타,Y,N,N
한양춘향연화점,"제주 제주시 연화중길 19 ,1층 (연동) ",기타,Y,N,N
씨유(CU) 제주용천점,제주 제주시 신광로10길 30 1층 (연동) ,식자재/유통,Y,N,N
삼무세탁소,제주 제주시 진군길 60 (노형동) ,생활/리빙,Y,N,N
주식회사여행동화,"제주 제주시  삼무로 80, 1층 (연동) ",여행/숙박,N,N,N
바른이치과의원,제주특별자치도 제주시 연북로 14(노형동) 401호,보건/복지,N,Y,N
신토불이제주,제주특별자치도 제주시 일주서로 7726(도두일동) 신토불이제주,식자재/유통,Y,Y,N
강남성모안과,"제주 제주시 노형동 1288-3번지4,5층 ",보건/복지,N,N,N
예강한의원,제주특별자치도 제주시 연북로 42 (노형동) 2층,보건/복지,Y,Y,N
꾸브라꼬숯불두마리치킨신제주점,"제주 제주시  다랑곶6길 29, 1층(노형동) ",음식점/식음료업,Y,N,N
민주필라테스 제주직영점,제주특별자치도 제주시 애월읍 일주서로 7209 4층 민주필라테스 제주직영점,문화/체육,Y,Y,Y
동귀리갈칫집,"제주 제주시  월랑로 83, 1층 (노형동) ",기타,Y,N,N
현대자동차 노형점,"제주 제주시  원노형로 39, (노형동) . ",자동차/주유,Y,N,N
과일이네(애조로점),"제주 제주시  애조로 820, (노형동) ",식자재/유통,N,N,N
내도음악상가,"제주 제주시 테우해안로 106 2층 (내도동, 테우원타운) ",기타,Y,N,N
영은공방,제주 제주시 사메기길 86-3 (외도일동) ,기타,Y,N,N
원치과,"제주 제주시  우정로 20, (외도일동) (외도일동) ",보건/복지,Y,N,N
영희의정원카페,"제주 제주시 애월읍 예원로 76-8 ,1층 ",음식점/식음료업,Y,N,N
외도우렁이쌈밥,"제주 제주시  우정로13길 9, (외도일동) ",기타,Y,N,N
언니식탁,"제주 제주시 애월읍 신엄7길 13 , 1층 102호 ",기타,Y,N,N
수하우징,"제주 제주시 애월읍 상가북4길 6-1, ",기타,Y,N,N
한수풀동물병원,"제주 제주시 한림읍 한림로  656, ",보건/복지,Y,N,N
이관장의 컨디셔닝PT.GYM,"제주 제주시 한림읍 한림중앙로 5 ,2층 ",기타,Y,N,N
석행헤어라인,제주특별자치도 제주시 오복6길 4 (이도이동) 석행헤어라인,생활/리빙,Y,Y,N
생각대로컴,제주 제주시 한림읍 귀덕리  138 ,기타,Y,N,N
제주밥상살레,"제주 제주시 한림읍 금능4길 14-1, 1층 ",음식점/식음료업,Y,N,N
대신정기화물한경영업소,"제주 제주시 한경면 두신로 42, ",기타,Y,N,N
썬라이즈135,제주특별자치도 서귀포시 성산읍 시흥상동로 135 썬라이즈135,음식점/식음료업,Y,Y,N
한경가스,제주 제주시 한경면 두모리 2116-1번지 ,기타,Y,N,N
난산입구주유소,제주 서귀포시 성산읍 일주동로 5058 ,자동차/주유,N,N,N
동광유리,"제주 제주시  신산로  101,(일도이동) ",기타,Y,N,N
광진철물,제주 제주시 중앙로 443 (아라이동) ,기타,Y,N,N
성산제일정형외과,"제주 서귀포시 성산읍 동류암로36번길 16, 1,2층 ",보건/복지,N,N,N
동양모래,제주 제주시 화북일동 2309 ,기타,Y,N,N
용이식당,"제주특별자치도 서귀포시 중앙로79번길 9(서귀동, 현빌라) 용이식당",음식점/식음료업,N,Y,N
또바기,"제주 서귀포시 성산읍 고성동서로56번길 13, . ",기타,Y,N,N
송가네순대국밥,제주특별자치도 서귀포시 1100로 177 .,음식점/식음료업,Y,Y,N
표선현대천막사,"제주 서귀포시 표선면 표선동서로213번길  1-2, ",기타,Y,N,N
남원사우나,"제주 서귀포시 남원읍 남한로  5, ",생활/리빙,Y,N,N
쇠소깍대박밥상,"제주 서귀포시 남원읍 일주동로 8046, 1층 ",음식점/식음료업,Y,N,N
봄봄농수산,제주특별자치도 서귀포시 안덕면 일주서로 1617 봄봄농수산,기타,Y,Y,N
누리바로,"제주 서귀포시  중앙로89번길 15, (서귀동) . 누리바로 ",기타,Y,Y,N
알바메,제주특별자치도 제주시 조천읍 선교로 203 1층,음식점/식음료업,Y,Y,N
대명전기,"제주 서귀포시  일주동로  8659-1,(서귀동) ",가전/통신,Y,N,N
흥농종묘대리점,"제주 서귀포시 대정읍 신영로  17, ",기타,N,N,N
명동춘천닭갈비 2호점,"제주 서귀포시 대정읍 하모항구로 73, 2층 ",음식점/식음료업,Y,N,N
까사디동문,제주특별자치도 제주시 동문로4길 9 (일도일동) 지하1층 A-5호,음식점/식음료업,Y,Y,N
제주선물블루베이,제주특별자치도 제주시 동문로 4길 14 제주선물블루베이,의류/잡화,Y,Y,N
절물자연휴양림휴게소,"제주 제주시  명림로 584, 절물휴양림 1층 (봉개동) ",기타,Y,N,N
선진자동차공업사,"제주 제주시  연삼로  809,(화북이동) ",자동차/주유,Y,N,N
주식회사 케이에스타일총판,제주 제주시 화북이동 772-8번지 ,기타,N,N,N
행복한정식,"제주 제주시  일주동로 26, (화북이동) ",음식점/식음료업,Y,N,N
크림,제주특별자치도 제주시 탑동로 14(삼도이동) 1층 카페 크림,음식점/식음료업,Y,Y,N
충주수산,제주 제주시 건입동 1448  수협빌딩 ,식자재/유통,Y,N,N
명동춘천닭갈비인제점,"제주 제주시 연수로1길 4 (일도이동,길동빌딩) 1층",음식점/식음료업,Y,Y,N
에꼼,"제주 제주시  중앙로 218, 1층 중앙칸(이도이동,남광빌딩) ",기타,Y,N,N
제주SLP,"제주 제주시  오남로 7-13, (도남동) 104동 901호 ",기타,Y,N,N
광양우리한의원,"제주 제주시 서광로 301 , 3층 (이도일동) ",보건/복지,Y,N,N
달떡볶이 신제주점,"제주특별자치도 제주시 제원1길 23(연동, 뉴제원) 106호",음식점/식음료업,Y,Y,N
솔지노형점,제주특별자치도 제주시 월랑로 88 .,음식점/식음료업,N,Y,N
주식회사 제주에스엘피,"제주 제주시  연북로 76, (연동) 5층(연동, 한성빌딩) ",기타,N,N,N
블루 sky 수학전문학원,"제주 제주시  과원북4길 3, 403호 (노형동) ",입시/교습학원,Y,N,N
드렁몰라도새기샤브마을,제주특별자치도 제주시 달마루길 22 (노형동) 도새기샤브마을,음식점/식음료업,Y,Y,N
삼양 YK 스터디학원,"제주 제주시  일주동로 372, 2층 (삼양이동) ",입시/교습학원,Y,N,N
그린치과의원,제주특별자치도 제주시 연북로 22 2층 (노형동),보건/복지,Y,Y,N
베이커블,"제주 제주시 노형7길 9-5 1층 (노형동, 라니빌) -",음식점/식음료업,Y,Y,N
서울삼성치과의원,제주특별자치도 제주시 1100로 3334 401 서울삼성치과의원,보건/복지,N,Y,N
신세계,제주 제주시  오일장서길 26(도두일동) ,기타,Y,N,N
위미중앙정육점,제주특별자치도 서귀포시 남원읍 태위로 136 .,식자재/유통,Y,Y,N
(주)담소,"제주 제주시  노형로 407, 205호 (노형동,노형타워) ",기타,N,N,N
프렌즈스터디룸,"제주 제주시 연북로 21 ,2층 202호 (노형동) ",기타교육기관,N,N,N
현대자동차외도점,"제주 제주시  우평로  342,  (외도일동) ",자동차/주유,N,N,N
하귀의원,제주 제주시 애월읍 하귀리 1425번지 ,보건/복지,Y,N,N
돈방석탑동점,제주 제주시 조천읍 함덕30길 8 1층 ,기타,Y,N,N
한림뉴욕휴게음식점,"제주 제주시 한림읍 한림로  665-1, ",기타,Y,N,N
미광철물,제주특별자치도 서귀포시 하신상로 2 미광철물 미광철물,건축/철물,Y,Y,N
엘리트서귀포점,제주특별자치도 서귀포시 중앙로 71 .,의류/잡화,Y,Y,N
김보성치과의원,제주 제주시 한림읍 한림리  1213-2 ,보건/복지,Y,N,N
SM 코리아,"제주 제주시  동문로4길  5,  1층(일도일동) ",기타,Y,N,N
어머니와장독대본점,"제주 제주시  연북로 593, (이도이동) . ",기타,Y,N,N
박경식신경외과의원,"제주 제주시  서광로  261,(삼도일동) ",보건/복지,Y,N,N
비레이지,제주 서귀포시 남원읍 위미해안로129번길 17 BE LAZY ,기타,Y,N,N
하울랑의선물,"제주 서귀포시 효돈로 142 ,105호 (신효동) ",기타,Y,N,N
디딤스터디카페,제주특별자치도 서귀포시 중앙로101번길 11 디딤스터디카페 4층 디딤스터디카페 제주 서귀포센터,생활/리빙,Y,Y,N
헬로우프레쉬제주,제주특별자치도 서귀포시 효돈순환로 441-2 감귤박물관체험장 2층,식자재/유통,Y,Y,N
김삿갓보쌈족발,"제주 서귀포시  중앙로47번길  4-1,(서귀동) ",음식점/식음료업,Y,N,N
보키헤어,"제주 서귀포시  중정로 93, 2층 (서귀동) ",생활/리빙,Y,N,N
초이스 필라테스,제주특별자치도 서귀포시 서호중앙로 55 (서호동) C동 415호,문화/체육,Y,Y,Y
좋은가든,제주특별자치도 서귀포시 예래로 255-24 (하예동) 좋은가든,음식점/식음료업,Y,Y,N
둘레길,제주특별자치도 서귀포시 천제연로 209-1(중문동) 2층 둘레길,음식점/식음료업,Y,Y,N
봄웨딩한복스튜디오,제주 서귀포시 중앙로72번길 26 (서귀동) ,의류/잡화,Y,N,N
바위소리,제주특별자치도 제주시 우도면 우도해안길 1112 바위소리,음식점/식음료업,Y,Y,N
나엔미헤어샵,제주 서귀포시 김정문화로 60 (법환동) ,생활/리빙,Y,N,N
교래편의점,제주특별자치도 제주시 조천읍 남조로 1788 1층,식자재/유통,Y,Y,N
주식회사로컬리지,"제주 서귀포시 안덕면 산방로 380, . ",기타,Y,N,N
삼월,제주특별자치도 제주시 동문로2길 17-2 (일도일동) 1층,음식점/식음료업,Y,Y,N
주식회사 콘텐츠그룹 재주상회,"제주 서귀포시 안덕면 사계신항로 2 ,2층 ",기타,N,N,N
캔버스,"제주 서귀포시 대정읍 중산간서로 2375, 1층 101호 ",기타,Y,N,N
글로벌K유통,제주특별자치도 제주시 청귤로1길 14 (이도이동) 1층,식자재/유통,Y,Y,N
배 정형외과의원,"제주 제주시  건주로 27, (도련일동) ",보건/복지,N,N,N
봉구비어제주일도점,"제주 제주시  고마로 92, (일도이동) ",기타,Y,N,N
새미미용재료상사,제주 제주시 동광로13길 5 (일도이동) ,생활/리빙,Y,N,N
진이찬방 제주일도점,"제주 제주시  인다4길 41-16, (아라일동) 1층 ",기타,Y,N,N
아라골프클럽,"제주 제주시  한북로 244-1, (오등동,아라골프클럽 ) ",문화/체육,Y,N,N
cms 에슬러어학원,제주 제주시 승천로 66 2층(아라이동) ,외국어/언어,N,N,N
바른치킨 이도점,"제주 제주시 연신로 70 ,1층 (이도이동) ",음식점/식음료업,Y,N,N
제주돈갈매기,"제주 제주시  천수로  42,(이도이동) ",기타,Y,N,N
아라전기,"제주 제주시  연삼로  426,(이도이동) ",가전/통신,N,N,N
어우렁국수,"제주 제주시  광양9길 23, (이도이동) ",음식점/식음료업,Y,N,N
옛못잊어,"제주 제주시  서광로32길  35,  (이도이동) ",기타,Y,N,N
제주인사회적협동조합,제주특별자치도 제주시 오라로 120 1층,의류/잡화,Y,Y,N
귀뚜라미보일러 서부점,제주특별자치도 제주시 다랑곶4길 32 .,건축/철물,Y,Y,N
함흥면옥,제주 제주시 일도1동 1418 ,기타,Y,N,N
(주)제주공조,제주 제주시 오라삼동 2774-1 ,기타,N,N,N
아르 드 비브르,"제주 제주시  연화로2길  29-14,  (연동) ",기타,Y,N,N
주식회사썬렌트카,"제주 제주시  오일장중길 115, (도두일동) ",여행/숙박,N,N,N
희야국수,"제주 제주시 다호5길 11 ,1층 (도두이동) ",음식점/식음료업,Y,N,N
매일가스,"제주 제주시  오광로 138, (노형동) ",기타,Y,N,N
위 소아청소년과,"제주 제주시  월랑로 39, 5층 (노형동, 동마빌딩) ",기타,N,N,N
노형치과,"제주 제주시  노형8길 2, 5층 (노형동, 온유빌딩) ",보건/복지,Y,N,N
트리플점핑,"제주 제주시 조공포길 22 104호 (외도일동, 외도동에코그린빌3차) ",기타,Y,N,N
제주TV,제주 제주시 우정로15길 2 1층 (외도일동) ,기타,Y,N,N
3인칭관찰자시점,제주특별자치도 제주시 한경면 신창7길 24 1층,음식점/식음료업,Y,Y,N
로즈데이,제주특별자치도 제주시 연화남길 3 로즈데이플라워 로즈데이,생활/리빙,Y,Y,N
한림정육,제주특별자치도 제주시 한림읍 한림상로 180 한림정육,음식점/식음료업,Y,Y,N
대동종합기계,제주 제주시 한경면 고산리3422-22 ,건축/철물,Y,N,N
고을면,제주특별자치도 제주시 정든로 62-3 (이도이동) 고을면식당,음식점/식음료업,Y,Y,N
가스친구,"제주 서귀포시 남원읍 남원체육관로 311, ",기타,Y,N,N
제주촌집,제주특별자치도 서귀포시 표선면 표선중앙로59번길 4 제주촌집,음식점/식음료업,Y,Y,N
수미상회,제주특별자치도 제주시 구좌읍 세화합전1길 10 ,기타,Y,N,N
미송가구,"제주 제주시  서문로4길  4,(용담일동) ",가구/인테리어,Y,N,N
서중주막,제주특별자치도 서귀포시 남원읍 태위로 685-1 서중주막,음식점/식음료업,Y,Y,N
양마단지상회,"제주특별자치도 서귀포시 516로 574-5 (상효동, 슈퍼) 양마단지상회",기타,Y,Y,N
펫츠베이 제주아라점,제주 제주시 아봉로 9 (아라이동) 1층,식자재/유통,Y,Y,N
크로바가구,"제주 제주시  서문로  58,(용담일동) ",가구/인테리어,Y,N,N
프란시아가구,"제주 제주시  서문로  46,(용담일동) ",가구/인테리어,Y,N,N
원프로 피싱,"제주 서귀포시  일주동로 8486, 가동 (토평동) ",기타,Y,N,N
탐랑성,제주특별자치도 서귀포시 이어도로 689 탐랑성,음식점/식음료업,Y,Y,N
중섭이네식당,"제주 서귀포시  이중섭로 19, (서귀동) ",음식점/식음료업,Y,N,N
호산나인테리어카페,"제주 서귀포시 서문로29번길 37 , 1층 (서귀동) ",음식점/식음료업,Y,N,N
양주고을부대찌개,제주 서귀포시 동문동로53번길 14 (서귀동) ,음식점/식음료업,Y,N,N
짬뽕의정석,제주특별자치도 제주시 원노형5길 28 상가 105호 짬뽕의정석,음식점/식음료업,Y,Y,N
한국지엠서귀포바로서비스,"제주 서귀포시  토평로  5,(토평동) ",기타,Y,N,N
카페 오렌정원,제주특별자치도 서귀포시 배낭골로21번길 13 카페 오렌정원,음식점/식음료업,Y,Y,N
리치망고 우도점,제주특별자치도 제주시 우도면 우목길 105 우도렌트,기타,Y,Y,N
서프아트,제주 서귀포시 중문로81번길 5 1층 (중문동) ,기타,Y,N,N
한아름농수산,제주 서귀포시 대포동 526-1번지 한아름농수산 ,기타,Y,Y,N
근자씨 가게,제주특별자치도 제주시 구좌읍 종달로1길 48-6 근자씨가게,기타,Y,Y,N
이진갤러리,"제주 제주시  서문로  62,  외2필지(용담일동) ",기타,Y,N,N
핑크가든,"제주 서귀포시 안덕면 일주서로2100번길 46, ",기타,Y,N,N
런빠뉴제주,"제주 서귀포시 대정읍 영어도시로 67, ",기타,Y,N,N
산방쌀농산,"제주 서귀포시 대정읍 상모로  326, ",기타,Y,N,N
대정중앙떡방앗간,"제주 서귀포시 대정읍 상모로 309, ",음식점/식음료업,Y,N,N
다다식탁,"제주 제주시 구좌읍 해녀박물관길 33-2, 2동 1층 ",기타,Y,N,N
클린업(clean-up),제주특별자치도 제주시 동화로1길 11 화북1아파트 102동 503호,생활/리빙,Y,Y,N
카페 편린,제주 제주시 구좌읍 상도로 490 ,음식점/식음료업,Y,N,N
해동검도 인화도장,제주특별자치도 제주시 고마로19길 2 3층 해동검도 인화도장 해동검도 인화도장,문화/체육,Y,Y,Y
신상미식당,"제주 제주시 조천읍 신조로 45, ",음식점/식음료업,Y,N,N
봉개해아름,제주 제주시 봉개대동6길 41 1층(봉개동) ,기타,Y,N,N
동궁,제주특별자치도 제주시 고마로13길 4-1 (일도이동) 동궁,여행/숙박,Y,Y,N
추사밥상월정,제주특별자치도 제주시 중앙로 502 1층,음식점/식음료업,Y,Y,N
별빛카페,"제주 제주시  선돌목동길 33-1, 1층 (오등동) ",음식점/식음료업,Y,N,N
돈사무소,"제주 제주시  구남로 44, (이도이동) 1층 ",기타,Y,N,N
버브헤어바이훈,"제주 제주시  신설로5길 38, (이도이동) 지하1층 운성빌 ",생활/리빙,Y,N,N
청귤학원,"제주 제주시  중앙로 327, 3층 (이도이동) ",입시/교습학원,Y,N,N
케이 (K)영어교습소,제주 제주시 중앙로 321 (이도이동) ,외국어/언어,Y,N,N
79대포제주시청점,"제주 제주시  광양10길 3, 2층 (이도이동) ",기타,Y,N,N
춘하추동,"제주 제주시  신성로  61-1,(도남동) ",기타,Y,N,N
제주나비,"제주 제주시  남성로  16,(용담일동) ",기타,Y,N,N
일출가구갤러리,제주특별자치도 제주시 서문로 62 일출가구갤러리,가구/인테리어,Y,Y,N
제주와인샵 동네,제주특별자치도 제주시 과원북4길 73 효정빌딩1차  1층,기타,Y,Y,N
네오스튜디오,"제주 제주시  남성로  158,  (삼도2동) ",생활/리빙,Y,N,N
호호네미니호텔,"제주 제주시  중앙로2길 11, (삼도이동) . ",여행/숙박,Y,N,N
으뜸아이스크림할인점2,"제주 제주시  흥운길 34, (용담이동) . ",음식점/식음료업,Y,N,N
대동장식,"제주 제주시  서문로 59, 1층 (용담일동) ",기타,Y,N,N
유리네식당,"제주 제주시  연북로  146,  외3필지(연동) ",음식점/식음료업,N,N,N
호봉토스트노형점,제주특별자치도 제주시  월랑로 16 1층(노형동),음식점/식음료업,Y,Y,N
대자연수산,제주특별자치도 제주시 한림읍 한림로4길 25 대자연수산,식자재/유통,Y,Y,N
화요일,제주특별자치도 제주시 애월읍 납읍로2길 35 화요일,생활/리빙,Y,Y,N
주식회사 제주탑푸드,"제주 제주시  신대로7길 7, (연동) ",기타,Y,N,N
노형예원무용학원,"제주 제주시  월광로140,(노형동)휴캐슬205호노형예원무용학원 ",입시/교습학원,Y,N,Y
만강홍,"제주 제주시 한림읍 한림로 634, ",기타,Y,N,N
영재화원,"제주 서귀포시  일주동로  8641,8645-4호  (서귀동) ",기타,Y,N,N
주식회사 도림아스타,제주 제주시 서사로 129 (삼도일동) ,기타,N,N,N
조가네소머리국밥,제주특별자치도 제주시 동문로4길 9(일도일동) 2-11호,음식점/식음료업,Y,Y,N
주식회사 지산산업,제주 제주시 조천읍 조천우회로 260 ,기타,N,N,N
제주흑돼지칼국수,제주 서귀포시 성산읍 섭지코지로25번길 34 ,음식점/식음료업,Y,N,N
서귀포농협상효지소,제주 서귀포시 상효동 221-2 ,기타,N,N,N
일성탕,"제주 서귀포시  태평로 399, (서귀동) ",기타,Y,N,N
( 주 ) 소인국테마파크,"제주 서귀포시 안덕면 중산간서로  1878, ",기타,Y,N,N
주식회사쌍용윤활유종합상사,"제주 제주시  선반로  91-3,  (화북일동) ",생활/리빙,N,N,N
쉴만한물가2,"제주 제주시 한림읍 월령안길 28, ",기타,Y,N,N
아라주는엄마치킨동문점,"제주 제주시  동문로 6-5,1층 (일도일동) . ",음식점/식음료업,Y,N,N
부평갈비,제주특별자치도 제주시 동광로6길 7 부평갈비,음식점/식음료업,Y,Y,N
라뮤즈,"제주 제주시  도남로16길 28, (도남동) ",기타,Y,N,N
사단법인 제주마씸,제주 제주시 연삼로 473 (이도이동) ,기타,N,N,N
피렌체,제주특별자치도 제주시 중앙로 84 1층,귀금속,Y,Y,N
조이뷰티,"제주 제주시  서광로 289, 1층(이도일동) ",생활/리빙,Y,N,N
샤샤코리아,"제주 제주시  중앙로  지하  60,349호  (일도일동,  중앙지하상가) ",기타,Y,N,N
여시,"제주 제주시  중앙로 58, 제주시지하도상가 지하 308호 (일도일동) ",기타,Y,N,N
동문당,제주특별자치도 서귀포시 중정로 103 .,음식점/식음료업,Y,Y,N
외도종합철물,제주 제주시 외도이동 351 ,기타,Y,N,N
예가,"제주 서귀포시  홍중로27번길 4, 102호 (서홍동) ",기타,Y,N,N
찜이랑국수랑,"제주 제주시  동광로6길  31,(이도이동) ",음식점/식음료업,Y,N,N
탑고향,제주특별자치도 제주시 관덕로15길 31 (건입동),음식점/식음료업,Y,Y,N
해담은,제주특별자치도 제주시 남광북1길 41 해담은,음식점/식음료업,Y,Y,N
꾸르다기,제주특별자치도 제주시 신성로 85 (도남동) 꾸르다기,음식점/식음료업,Y,Y,N
주식회사27투어,제주특별자치도 제주시 일주서로 7656 3층 주식회사27투어,여행/숙박,Y,Y,N
